Mission Control (Japanese),8032cfd34661b7e4,
Mission Control (Portuguese),799fd3e66faab520,
"Mission Control (Spanish, Castilian)",026aa93be6d095ba,
"Mission Control (Spanish, LatAm)",8569da26c551f903,
Ship Hub (e.g. Ship TV) (English),5ab4204a4e0ccbe8,
Ship Hub (e.g. Ship TV) (English),5ab4204a4e0ccbe8,
Ship Hub (e.g. Ship TV) (French),59e7ba1de4af3cd3,
Ship Hub (e.g. Ship TV) (German),2d79d624be0debf8,
Ship Hub (e.g. Ship TV) (Italian),91cb74a69cb608e3,
Ship Hub (e.g. Ship TV) (Japanese),f684a08f07d67b9d,
Ship Hub (e.g. Ship TV) (Portuguese),bf7aa46f495a4d9b,
"Ship Hub (e.g. Ship TV) (Spanish, Castilian)",ce9c1124358b84d0,
"Ship Hub (e.g. Ship TV) (Spanish, LatAm)",7ef96452d7e97878,
Ship Master (English),5ab4204a4e0ccbe8,
Ship Master (French),59e7ba1de4af3cd3,
Ship Master (German),2d79d624be0debf8,
Ship Master (Italian),91cb74a69cb608e3,
Ship Master (Japanese),f684a08f07d67b9d,
Ship Master (Portuguese),bf7aa46f495a4d9b,
"Ship Master (Spanish, Castilian)",ce9c1124358b84d0,
"Ship Master (Spanish, LatAm)",7ef96452d7e97878,
Ship Service Technician (English),5ab4204a4e0ccbe8,
Ship Service Technician (French),59e7ba1de4af3cd3,
Ship Service Technician (German),2d79d624be0debf8,
Ship Service Technician (Italian),91cb74a69cb608e3,
Ship Service Technician (Japanese),f684a08f07d67b9d,
Ship Service Technician (Portuguese),bf7aa46f495a4d9b,
"Ship Service Technician (Spanish, Castilian)",ce9c1124358b84d0,
"Ship Service Technician (Spanish, LatAm)",7ef96452d7e97878,
Tutorial Dummy (English),7c221cf5b12213ac,a0a29953a5d45065
Tutorial Dummy (French),9cef7b87f7a584c8,ab7ac64645e2fdf5
Tutorial Dummy (German),8f5b881a9b27b51f,8ff1ad223459a2f1
Tutorial Dummy (Italian),a6411952d991f37a,f0ba876c45823873
Tutorial Dummy (Japanese),8032cfd34661b7e4,8eb3ba8c8c27aa86
Tutorial Dummy (Portuguese),27ac6d1f4e3b144c,799fd3e66faab520
"Tutorial Dummy (Spanish, Castilian)",026aa93be6d095ba,139aad3bcb6a77b7
"Tutorial Dummy (Spanish, LatAm)",8569da26c551f903,e4011fdf1218df18
Tutorial Facility Operator (English),7c221cf5b12213ac,a0a29953a5d45065
Tutorial Facility Operator (French),9cef7b87f7a584c8,ab7ac64645e2fdf5
Tutorial Facility Operator (German),8f5b881a9b27b51f,8ff1ad223459a2f1
Tutorial Facility Operator (Italian),a6411952d991f37a,f0ba876c45823873
Tutorial Facility Operator (Japanese),8032cfd34661b7e4,8eb3ba8c8c27aa86
Tutorial Facility Operator (Portuguese),27ac6d1f4e3b144c,799fd3e66faab520
"Tutorial Facility Operator (Spanish, Castilian)",026aa93be6d095ba,139aad3bcb6a77b7
"Tutorial Facility Operator (Spanish, LatAm)",8569da26c551f903,e4011fdf1218df18
Tutorial Helldiver Recruit (English),a0a29953a5d45065,
Tutorial Helldiver Recruit (French),9cef7b87f7a584c8,
Tutorial Helldiver Recruit (German),8f5b881a9b27b51f,
Tutorial Helldiver Recruit (Italian),a6411952d991f37a,
Tutorial Helldiver Recruit (Japanese),8eb3ba8c8c27aa86,
Tutorial Helldiver Recruit (Portuguese),27ac6d1f4e3b144c,
"Tutorial Helldiver Recruit (Spanish, Castilian)",139aad3bcb6a77b7,
"Tutorial Helldiver Recruit (Spanish, LatAm)",e4011fdf1218df18,
Tutorial Pilot (English),7c221cf5b12213ac,a0a29953a5d45065
Tutorial Pilot (French),9cef7b87f7a584c8,ab7ac64645e2fdf5
Tutorial Pilot (German),8f5b881a9b27b51f,8ff1ad223459a2f1
Tutorial Pilot (Italian),a6411952d991f37a,f0ba876c45823873
Tutorial Pilot (Japanese),8032cfd34661b7e4,8eb3ba8c8c27aa86
Tutorial Pilot (Portuguese),27ac6d1f4e3b144c,799fd3e66faab520
"Tutorial Pilot (Spanish, Castilian)",026aa93be6d095ba,139aad3bcb6a77b7
"Tutorial Pilot (Spanish, LatAm)",8569da26c551f903,e4011fdf1218df18
